labels,texts
1,this movie rocks  anybody job find funny  especially hate job  lol  everytime i watch  i find things laugh  the characters work well together remind much people i know life 
0,love movie copy received play well  several skips dont buy used buy new 
1,milton funniest movie character years  office space pure example comedic genius  the acting story line back stage outrageous laughs gags never fail deliver it s honestly unreal story world  s way common live vicariously actors  who n t wanted really sluff work  who n t felt underappreciated  who n t thought office would fall apart left  one word caution  however  do n t steal co worker s stapler 
1,this favorite movie ever  ve ever thought   d like nothing  go work   which everyone  love movie   i watch like week  past  years  it s funny  
1,far best comedy ever created  wtch least twice week   least  look  everyone said  movie extremely quotable  hilaroius sand real   etc  please guys  dont make reviiews giving away bloody funny spots  ll ruin  ur good  notlook review made nov titled mike judge kin comedy  horrible  movie critic gone giving away secrets   peace
1,i believe movie started  minute cartoon skit saturday night live  n t compare laughs movie bring  you ll get movie  believe   but instead getting movie  may consider getting limited edition collecters disc s loaded extras  
1,movie absolute classic holds repeated viewings i would liked extra features great film probably first show jennifer aniston s fine touch comedy  dry wit rarely seen prior film  for n t crazy  film make love 
1,if n t seen bigger dork milton  if gave anything  stars  stupider lumburg  this best movies  do n t watch deep plot  complex storyline  just watch enjoy characters dialogue 
1,like movie i bought  received dvd great condition  was satisfied 
1,this movie absolutely incredible  stephen root makes movie classic  i set building fire  lines  no could performed part better  all us job like  that fax machine says paper jam paper jam  that boss n t get might life outside work  those thoughts stealing millions company  and importantly  dream seeing building go flames  ahhhh  poetic justice 
0,this movie started pretty funny bits  ran steam  you could see ending coming mile away  maybe mike ran ideas  it dragged towards  as butthead would say   what hell crap   
1,wonderful movie   i love movie  however  truth must told  flair  aspect seriously lacking special edition  which shame let s million things would done  flair  bottons  post its  almost anything office related  it special features like deleted scenes   many movies really n t special  i n t stress enough though s great movie  i wish special edition  well  special  
1,watch movie  it recommended long time i broke rented  it funny  it encapsulates every piece crap job pain a  boss ve ever  there something every working stiff  would n t amazing stopped caring work  the irony lack brings good fortune  do n t doubtful  it might work 
1,this dvd bad   office space  top favorites  this movie cracking up i saw similarities movie company i use work in mike judge created hilarious masterpiece beginning  office space   it makes second look corporate america see flaws  ron livingston great tired worker  jennifer aniston likeable girlfriend  i thought whole michael bolton thing hilarious  murdering office equipment open field  gary cole played role annoyingly anyone could  john c mcginley funny new staff hand  this movie done well box office  anyone s seen knows good really  this movie definitely worth 
1,if hate job tired seeing jerks promoted  ve must see film
1,finally added gem movie collection  n t know n t sooner 
0,i ordered multiple items amazon never problem items i ve purchased  this  office space  dvd play either dvd players  i m greatly disappointed company sure avoid amazon purchases future i m unable rectify situation 
0,funny  got review email today actually first time i wanted view movie  well  find  n t work  says compatible  i never ever dvd work  it said supported explanation player  well  i calling refund dvd   sense wasting money something n t work  i seen movie i love   funny 
1,i agree find superb comedy  and  great comedies  largely extremely incisive insightful view contemporary society  case absurd  boring  oppressive  meaningless character much contemporary life work experienced inhabit american corporations organizations  especially high tech bureaucratic character  thus high quality social criticism addition deeply humorous  great comedies modern times the apartment times  
1,anyone worked office job corporate america relate film  mike judge excellent job squeezing hummor every quirky nuisance working office enviornment politics surround it everthing brown nosers annoying bosses the amount one liners flick endless you n t disappointed 
1,my favorite character dietrich bader  next neighbor  this perfect movie  classic rewatchable good time along lines the ref princess bride goonies  this movie i recommend without qualification foreign students english  this best role jennifer aniston s career 
1,when friend i rented  changed world inside jokes punchlines forever  this movie halarious it s really funniest movie world actually watching  i laughed loud half dozen scenes  little puns kind think funny ages afterwords  unlike comedy films  office space actually re view value  i n t gauruntee  i ll bet ll find self saying  i m going set building fire  laughing alot see 
1,all large corporations use training film having worked large company work the forms important work 
1,i thought hella funny movie  i busting frequently much related hell hole i work  the cubes  zoning  hating job  etc  easy relate  i thought two guys funny  if work cube cage  totally relate movie  mike judge rules 
1,this great movie anyone ever worked corporate environment relate  it shows fine examples insanity work place  frustrations trying job idiotic roadblocks intentionally placed front  journey people finally enough you laugh loud throughout movie  n t stapler 
1,dry  wry funny  saw first release  largely overlooked public  good commentary corporate culture  satirical league philosophical bent dilbert  livingstone cole good  anniston given much  stephen root s performance legendary  i worked multi national entity  film really gets right  four stars 
1,if ve ever worked office irony glaringly evident  every time i watch movie i laugh hard  this movie makes get red stapler i make statement  if n t watched movie  re missing 
1,funny movie  first time watched n t seem funny  second time loved  milton funny charcters  n t job n t relate  still great movie 
1,the title says  this great movie  re thinking purchasing  i highly recommend 
1,this movie simply great comedy s history film  the humor spot  from gawky white ultra geek thinks s perky strangle receptionist  really captures like white collar america days  and top films filled classic  quotable lines   why i change  michael bolton s sucks    this flick towers stuff put today s called comedy 
1,this dvd many funny stars  it s funny first scene  i suggest friends family n t seen yet 
1,anyone worked corporate america connect movie first minutes  laughs constantly  stupidity corporate mind set laid  truly must see frustrated workers left scratching heads directives coming logic expected outcomes directives achieve 
1,this movie hilarious eventh time see  it s classic  especially ever worked large office  everyone see least  some foul language adult situations  young children 
1,there workplace world walk find somthing parallels something movie  this mike judge s live action directoral debut  hit ballpark  known bevis butt head king hill  judge placed together excellent cast bring best humor many us relate close quareters office based setting  from fax machine memo s  the overall dissatisfaction unfulfillinness job  the milton   awsome character  laugh hurts  buy movie  watch  worth investment
1,mike judge homework  as computer programmer  i say satire right money 
1,this movie must see anyone worked  cubicle dweller enviromnet   this movie much true life i expected  n t fear barks  fear quietly growls   almost every scene movie happened way  shape form   pc letter load     what    mean        anyone n t find movie funny must either  never worked large company  gone straight middle management  utterly humorless  one funniest movies i seen 
1,this gut splitting  laugh out loud comedy  similar  clerks   it warm heart anyone hates bureaucracy lack merit system work 
1,anyone ever worked office relate movie  i laughing beginning  as commuter  i found opening rush hour traffic scene best  office space definitely added video collection 
1,this movie funny i highly recommend  it story something wish could  leave workplace world  in addition  supporting actors provide lots comedy movie 
0,this recommended coworker back  i expecting something like dilbert expose corporate america  good  i know whether role boss  regional vp  supposed parody typical silicon valley boss  seemed merely lame acting  and worst  central theme pivoted around illegal act  depressing disappointing  i hardly believe jennifer aniston ended cheap flick  very dated  ancient computer equipment featured 
0,a slow moving slapstick comedy  jennifer anniston demonstrated third rate actress taking parts  b  movies like  along rap music backgrounds weak plot  poor direction marginal acting  barely two star movie 
1,this film entire history cinema i wholeheartedly endorse 
1,this movie endures favorite corporate  government  circles  unlike dilbert  s still funny years  the characters fresh engaging  except  aniston somebody   storyline edgy  logically flawed parts   made laugh several times  a great rental  not buy  no it s pretty vulgar  though i admit i n t get much  father two small children  important job  bucko   do i  see home sick leave 
1,this movie absolutely genius several ways  the first relates us  the viewer film n t even worked office entire life  need worked type environment  you ll see plenty familiar characters everyday life  the second reason film brilliant dialouge  the jokes cleverly inputted lead jokes  you pay attention film really interested s going  my third  final  reason film really good simple  s clever  this movie terrific  fantastic  super  incredible  plain fantabulous  if n t movie dvd  re missing 
1,this classic movie must anyone ever worked office kind  you definitely recognize  friends  movie 
0,i ordered office space special edition dvd gift set  includes special edition dvd  red stapler  lumbergh coffee mug  mouse pad  magnetic picture frame  pen  pencil set  tps report notepad i received dvd    now i request refund amazon  ship back wait days refund  joke    amazon even attempt contact seller see gift set accidentally included shipping  and  amazon  filling order  kind idiot would fill order says  dvd gift set  put dvd box   ridiculous  not happy with seller and not happy with amazon    
0,i quite disappointed movie  the trailers  often case  showed majority high points movie  it moments  dragged  male lead energy brought nothing film  i surprised jennifer aniston would lend simplistic  afterthought kind character  surely could get important parts 
0,however  somewhat obsessive  could n t seem break free   jejune  almost entirely empty  nearly identical bad lengthy sitcom episode  except absence obligatorys laugh track   first two hours promised blissful afterlife  may well look back upon final two hours  realize wasted advance deeply malformed creature feature 
1,great movie  really great  s quoteable comedies watch 
1,i believe anyone work cube environment able relate movie empathize s characters i almost believe movie could considered therapeutic  if n t worked  real  office environment i could see people might jokes go head  this movie i believe equivalent charlie chaplin s movies working life times  it poignant must anyone enjoys movie good comedy insight follies considered good working environment    think time without cubicles   yeah   i m going ask work saturday   thaaaaaaanks 
1,office space funniest films created  if ever job working cubical office space even funnier  this filmis must anyones dvd collection 
1,how many  work  ever minor  mistake  pointed three  supervisors   how many told bad attitude  do seek validate work related malaise  if ve ever toiled medium pay  low mental stimulation office job friday s  case assistant   great appreciation mike judge s minor white collar masterpiece adding viewer s pleasure thoroughly enjoyable  cali oriented gangsta rap soundtrack 
1,this movie hilarious  mike judge gets  i enjoyed movie much  i went bought soundtrack  way  ingenious mike judge s part  the soundtrack adds humor movie  this obviously underrated  that s okay  judge back i m sure 
1,mike judge  creator   beavis butthead   suprises hell  great movie  it s funny satire office work  s running stapler joke people seem love anything else  yet film much offer running stapler joke   c mon   the best part looks sky gives meaningful  fu k n a   god   great movie choose pauly shore movie  i guarentee  ll better person 
1,excellent movie  i ve rented  weekends row  buying today   absolutely hilarious  the cast perfect  anyone worked enviorment relate completely   ll think s life camera  with company downsizing moment  movie could n t better time   life truly short put bs corporate world   this movie i needed finally make decision leave  woohoo 
1,mike judge taken great  king hill  humor put every office cubicle funny smart debut  relatively unknown ron livingston gives perfect performance getting sick of the nonsense around here computer drone changed hypnosis suggestion worry work  so doesn t literally  leads promotion  he teams jennifer aniston classic restuarant scene asks  i n t like job i m going back      re quitting      no  i m going back   tend think humor directed towards guys michael bolton worthy target  infamous  oh   funniest movie since  lost in america  
1,this movie appeal  working poplulation  assuming sense humour  the scene set modern it office  whereby nothing new ever happens  day it bodds decide rewarded work result plot  modify  computer systems order rob company blind enjoy  enjoy  enjoy   
1,first  let say movie incredible  i seen probably close times  s still pleasure watch  this rare movies actually gets better watch  if n t seen movie  favor go ahead buy  do n t bother renting  watch  unfortunatley  dvd lacking  there special features really  besides cast bio  i would really loved gotten additional scenes something along lines  but like said  movie makes 
1,hi  my steve  i rough area  i used additted creck office space veritable classic  the commentary interviews special features hilarious informative if know s good  check  it make throw tv middle field smash baseball bat 
1,peter  disillusioned worker gets hypnotised starts worry less less work  casual peter actually improves work life  a nice comedy working cubicles typical office annoyances  check youtube  pc load letter   funny stuff 
1,by far best office movie i ve seen  wonderfully acted  superbly written  small budget movie everyone like no sees movie forget line   why say paper jam  paper jam   if ve looking movie would love watch  still laugh jokes   i never knew truthful movie starting new job  now  i m cubicle really  feel pain   if n t seen movie yet  waiting 
1,i cried laughter entire movie  i rolled floor  it brilliant the fact i realized made movie job caused pain  but funny way  helped   my favourite line  worst day life  hynotherapist  you ll see i mean  
1,if ever worked office kind  love movie  this movie remended coworker could see similarities office movie s 
0,what poor satire office culture poor attempt mimicing successful dilbert cartoons  i heard movie amusing  i watched  i found nothing funny  i shut movie minutes trying find good reason laugh 
0,i really n t believe people think funny  i think nerdy  geeky  types like movie  my girlfriend i thought geekiest  boring movie  revenge of the nerds part  something similarily funny  i really amazed film sells well internet   probably internet geek thing   
0,as everyone says  star protest   amazon  why n t give us choice  after seeing title   stars bestsellers list  i try balance   i never seen anything purile insulting intellegence  look s talking  i paid money   load absolute rubbish  the people gave stars must dull boring lives 
0,this movie funny  the idea bad i would say dialogs acting simply good enough 
0,if value time money  n t waste seconds thinking buying horribly bad movie  you write producers ask give hour half life back  this movie tribute eternal question   why people keep giving jennifer aniston movies   i m saying movie worst ever made  without doubt comes close second 
0,let stress movie is not funny  it may worst movies i ve seen  i could n t even  do n t even waste time watching movie  waste brain cells could used something interesting  like sniffing glue example lol   actually funnier movie gets  i suggest n t watched spare 
0,we saw movie plane trip  dumb  it n t even funny  lame jokes  plot  ending 
0,i could tell first  minutes movie gon suck  it absolutely awful  i n t know great reviews came 
1,anyone ever lived cubicle needs see movie   boss around  it funny painfully close cubicle truths  like live action dibert cartoon   bureaucracy victims rolling floor laughter 
1,do n t spend time reading critics  if re  interest particular movie  so  s deal  i m mexico  humor s little different   i m fan beavis  butthead neither king hill  i dont know milton reference  i m love jennifer aniston i watch movie many years  i movie  why  cause i still cant  forget great  pure simple everything  story  characters  funny situations beggining  hit  this kind movie worth seeing  times year  least   too bad dvd zero cool extras  insult fans great movie contains   five stars movie   dvd trust  buy  see enjoy 
1,love movie  timeless classic sure  especially us ever spent time office setting 
1,as many reviewers previously stated  the movie defines corporate angst fuels inner desire office workers  including  harbor dreams trashing printer  playing tetris day  sleeping late weekdays  stealing boss s parking space  think dilbert dvd using real characters i absolutely love film  dvd pretty bland  there hardly extras  trailers n t count   dvd edition sorely needs outtakes  no cast interviews  director s commentary  nothing    to make matters worse  i believe dvd encoding flawed  i ve played numerous times brand new toshiba dvd player  sometimes screen distort colors wash certain spots movie  particularly beginning  but considering edition available dvd  s marginal flaw n t prevent anyone enjoying 
1,i n t remember last time i laughed hard    office space  great flick  poking fun daily life office  its ironic situational comedy superb  enjoy good laugh  love film  i recently heart office manager playing staff meeting   lighten  everybody  i think trick  find i mean    
1,movie great even work office  still relate going   the film takes place offices  i laughed whole time  my favorite part beginning main guy commuting work old walker passes    go get movie even work still get humor awesome movie relationships employees employers  
1,this movie ferris bueller working age  not laughing entire movie work office  movie portrays real people idiosyncricies life  from hoosier next abused waitress fearful office workers soon laid  this corporate world go pee see movie laugh hard cry 
1,almost every scene office space sort humor  subtle humors make movie hilarious  this film covers wide range everyday happenings office typical office characters  held interesting plot the cast  jennifer aniston famous  great  if like movie first time watch  watch  then surely find quoting variety lines many different characters  whether work office personally relate movie n t really matter  office space likely satisfy  least partially  sense humor 
1,though i n t work office environment  i still put idiots everyday  this movie right alley  this movie plays current stereotypes cubicle horror stories make laugh wet  i almost   i bought movie father birthday present becasue slave away cubicle hates idiot boss  however  amidst coffee desperation  jokes could expected mile away  n t stop watching 
0,not agreat movie  i n t performances  good  including jennifer aniston  this woman gorgeous  astonishingly beautiful   and i loved idea  any piece movie  paper  text  joke  awful consultants  awful corporations  pleasure  the movie shows waht happens consultants hired  aid  company  company wants fire employees but movie funny  it s low budget  course  s point  livingston brilliant actor  performance boring  the supporting cast gives best  s enough  n t enough funny material work upon 
0,office space nothing space space office comedy person boring life boreing job  minutes hard work week  goes see counciler  counciler hipnites  mostly means rest life start become much happey  decides two friends frowd disturberd boss keeps saying  yeaaa  frowd goes wrong begin problem  many funny scenes movie little boreing scenes 
0,i bought video reading many great reviews  even coming office environment i found almost really funny parts  movie dragged  i kept watching waiting pick   
0,what waste time money  stupid funny  i gave christmas present friend totally embarrassed watched together 
0,i dissappointed office space  i expected great things movie based trilers movie seemed like interesting concept something people could relate  needless say  i disappointed  the humor film provided two characters  minutes screen time shared  i ll say movie could done better 
0,although movie lot potential far reaching potential  the sound track used rap music full nasty langauge poor messages  there totally inappropriate scenes added absolutely nothing movie except perhaps offend peoples sensitivities  this movie definately youger members family  my opinion let movie fade dirt belongs 
1,anyone ever worked corporate america relate movie  this much watch  funny   
1,excellent performance actors  this movie really similar regular life office  a lot fun   
1,the first time i saw office space  years ago  i thought bad  nothing special either  i must watched least times since though  time i like  now i d describe comic masterpiece  i love ve done music  many less visible characters  lawrence neighbor  hilarious  i absolutely love characters movie  exception stapler guy  whose meek mumbly humor i still n t managed appreciate yet  i think makes movie really extaordinary though great job parodying ridiculous aspects office environment  as outrageous much material  really hits home millions suffered similarly stupid situations work  not good young kids due language  i d recommend anyone else looking good laugh 
0,i saw bonus features  n t really get hype film any film jennifer aniston alone means film gon lose points acting gon kinda weak i got things film  whole i n t get hype about it funny moments  fairly predictable 
0,i n t quite understand people  we purchased movie based rather impressive reviews    the movie two laughs granted  i sure hell would n t make big effort see  the performances overall weak  particulary rather dreadful jennifer a  overall plot watch   someone else s expense  
0,i watch dis moovie i laugh  i work intersections selling flowers i like jefe  eef chu comedy chu watch  in dee army     biodome   
0,i life understand hype surrounding movie  why everyone love  office space  much  there times i chuckled  overall movie not funny  i recommend 
0,it really scares many people thought movie funny  if iq  n t waste time 
1,this movie ranks right favorite comedies  definitely i ll watch 
1,to say least beavis  butthead s creator mike judge makes laugh cry  only time work  i mean begining laugh  i thought i gon drop dead mid ways  my favorite character without doubt milton waddams  stephen root   put hell work  even though laid five years earlier  glitch payroll system  still recieves paycheck   i mean s hilarious   im gon go saying thing milton always said bosses   okay  i ll set building fire   dont miss this 
1,i must try cleaning fish cubicle  never forget think disabling nasty copy machine leaving 
0,there n t major scratches disc  s enough i guess cause disc skips eventually freezes middle movie  very disappointing since i n t try watching months i received could n t return  thought i d write review i throw away  money garbage 
1,gosh i love movie  much true find life within cubicles  every employee film fits offices good humour  good fun 
1,this film hilarious cathartic  recommended anyone  especially anyone works corporate america  the film plays cliches  downsizing  companies  some characters caricature  yet somehow identifiable many infiltrate work spaces models  slogans  latest buzz words  office space effective antidote work week corporate cubicle  days  may even replace happy hour cocktail  well  least  enhance 
1,sometimes simple words say long review could  think movie would  clerks    dilbert  got together baby  this time top ten favorite funny movies overall just plain funny  n t already seen please 
1,wow  where movie  i saw poster lots times i thought would stupid movie  boy i wrong  funniest movies i seen ages  from brought us beavis butt head  mike judge  makes appearence film  if seen movie  like  thought looked stupid  go rent right  trust  n t regret 
1,this movie served best long week find repeating   i hate job  i hate job   if ve ever tried avoid boss get assignment fantisized destroying tempermental office equipment  movie 
1,i love movie  after watching  i could identify   parallels people i work daily basis  i rented movie decided went  priced buy  status  i  the story becomes little weak  virus  bit  but  overall characters stand movie  i know two guys work remind milton  squirrelly mumble lot   mr lumberg    s happenin    reminds guy would say  every morning    whaddya know    i two friends work names celebrities  ie michael bolton   both don johnson mike wallace employed place    and i m talking cbs  if see recognize someone something makes laugh place work  movie 
1,i work china mobile guangdong branch  i know stepg  progressg  it good understand technicalg reading book 
1,i started book yearning know technologies  bluetooth g  gprs  umts  cdpd  hscsd  location based services  tdma cdma etc  i really decent understanding reading book it gets details handoffs gprs base stations stuff like  things might need know  details get places  i d recommend book anyone wanting know general gamut wireless technologies 
0,the table contents looks impressive  wide coverage lots fancy looking terms acronyms  book contents quite disappointing  lack depth  good someone wants know terms  not helpful developers industry professionals 
1,as biologist  i looking book would give clear concise introduction solar energy photovoltaics  paul fowler s book  it written person interest solar power  technical background immediately delve detailed texts  it s story format engaging  yet informative  i highly recommend book 
1,i cant say jimmy lafave really meant much  apart   going home  better song bruce springsteen  example  ever wrote  although dead man walking comes close   but trail gem entirety  lafave manages sing songs likes dylan springsteen better dylan springsteen   going home  way   it heartbraching ache lafaves voice never stop amaze  and touch  like voices  absolutely brilliant 
0,this book fun look   recipes extremely fattening  it mostly made sweets treats  there healthy nutritious items overall ll see nothing make cookies  candy ice cream  i n t recommend book trying feed children healthy snacks  these n t snacks  re desserts 
0,hi  i collect cookbooks never give bad reviews book awful  there n t cute food idea i would make child  i hoping cute snacks i could make pre school  book waste money  i got better ideas internet 
1,after school snacks  party treats  just for fun goodies kids love make  kids like thumb pages choosing snacks d like try  most quick prepare n t require special ingredients  most turn pretty tasty  lots fun 
1,wow  i picked cd randomly blessing turned  the lyrics filled praise lord melodies soulful  both tempo beats slow smooth sounds album 
0,i bought right size  fits well looks great  tore fell apart within hours  it not crotchless 
1,laura johnson s work truly outstanding  at soft sensual mind provoking kick leaves enamored style passion  this book best i ve seen genre years 
0,i bought product knowing works well very heavy oxidized hull boat  this product n t even  flat sucks  i pro restoring hull finish  even  buffer waxer still failed bring nice shine even using four different bonnets ranging application high buff  i hope helps someone  it n t help  what waste time money 
1,the toy cute fun daughter loved  unfortunately stoped working apparent reason weeks  jack became stuck longer popped 
0,this toy cute stopped working week  the handle hard turn get music play  this real waste money 
0,we owned jack box month half  the music already stopped working n t even play daily basis  much less weekly basis  i would n t recommend toy 
1,we metal ones past always hard time wrestling clown back box popped  the top tolo easy even almost  year old ease  it fun  bright  makes smile  my question play  this old man  instead usual  pop goes weasel   whatever song plays  great toy 
0,toy mechanism broke use  could get jack pop box anymore  could nice toy n t break easily 
0,i disappointed toy broke  times trying  i think money refunded useless i go buy another toy make  i n t heart back child i sorely disappointed parent i would give toy poor 
0,my mom bought toy foor christmas last year    my    i wanted jack box could work motor skills oppositional skills  he loves surprised  for months owned toy still n t crank handel  i find kind awkward  the toy cute n t broken  yet   the star front turns clicks  my  month old loves i turn  the button squeaker back kind hard push    my two year old n t tried playing button s hard push  toys squeak push well  so  conclusion  toy awkward hard  child  manipulate toy much space taking kids  toy box 
0,altho i love looks toy  bright colors  n t engaging  for  takes long wind toy clown pops  i think s cute addition grandson s toy box  far entertaining   n t 
0,  jack  n t pop weeks owning  do n t waste money 
0,got toy months early christmas present  time present given taken package  found didnt actually work  late return  would cute actually worked 
1,this good introduction nancy sinatra s music  this features number biggest hits  including  these boots are made for walkin      somethin  stupid   duet father  frank sinatra  popular duets lee hazelwood  this compilation features stunning version  bang bang  my baby shot me down   used effectively quentin tarantino s  kill bill vol    i think version superior cher s  my favorite track nancy s  good time girl  unabashedly cheerful pop  the import price may high  good nancy sinatra retrospective  worth money 
0,the product advertised  requires full version descent  freespace  the great war   quoted verbatim cd case shipped   bundled like page would believe  the game completely unplayable i purchased  another source  obviously  
1,this great game  this game realistic space game  it really good graphics sound  the cut scene videos interesting helps get game  but draw backs game   controls keyboard  you pretty much use whole keyboard manuver space ship  but little playing  find  keys ever need use  over  game best i ever played  it great story  graphics  gameplay  there really n t much ask game 
0,the information book good slug boring format  i thought imagine online draw in  book actually looks like  remember generic beers  a lot like that jo
1,this book left feeling bit disturbed  though i enjoyed  extremely well written  kurt vonengut filled page detail imagery  honestly  i felt cold damp howard campbell physically feeling  vivid   but i never knew what howard campbell really  nazi sympathizer spy  sending secret messages hate filled radio broadcast   did become good pretending really started feel way  hmmm   i guess purpose story  leave guessing  maybe something i n t catch answered question  this book emotional roller coaster reader well  follow mr campbell s ups downs friendships  loves helpful  contact   
1,solid vonnegut the description cover gives n t really story justice this twisted dark love story  involving empty memories dark satire woven throughout  mr vonnegut do not quite  stars  i ve read sh cat s cradle if i new author  d different story however  i know s capable  n t quite best close though  highly recommended 
1,all i say  book changed life  i read mid s  never forgotten s message  you pretend  so  better careful pretend 
1,i generally get around reading book year  i tend buy year i seem hand like jehovas witness copy watchtower all  s biggest waste money  this perhaps finest literature penned english  read  you laugh really think crying 
1,  mother night  books hard put  the main character life playwrite excellently done vonnegut  usual twists  turns  sudden revelations  this book must read 
1,man  books really reflects views  government  patriotism  leads pack  he lays satire pretty thick  unlike _bluebeard  handles fictional biography idea well  the book structured nicely  like _bluebeard though  provides satisfying conclusions story  many books weak hits 
1,mother night slaughterhouse five without time travel aliens  it s hysterical puzzling  a great book fan kurt vonnegut 
1,vonnegut excellent job story  there n t science fiction book like many others  character howard campbell great  the story great twists makes quick reading  i hard trying put  i think must read vonnegut fan 
1,vonnegut writers everybody either loves hates   s little middle ground  he s like vanilla coke   mother night  situated right narrow little line  it s book anyone enjoy  even ardent foes indiana s favorite  it third novel   represents sort pre caricature phase ended breakaway success  cat s cradle  two years later  here see vonnegut human  ways  vulnerable switches bombastic humor lets reader see behind curtain of course  characteristic vonnegut still shines  s muted disarming candor love lost stagnation breeds  if n t know anything vonnegut  great place start  if love  book make melt  if hate  well  might least give pause 
1,this book awesome  slang sense   the concept america s germany s top nazi stimulated mind  the book tickled imagination made realize happy i 
1,an interesting  almost crazy  ride later years howard campbell  american born  german playwright turned nazi broadcast propogandist  then re turned american spy vonnegut said  humbly  writing  line jokes strung together  there slapstick farce  great fun entertainiment  what saves craziness vonnegut s ability write well noble things love kindness  friendship decency  so laughs thinks feels reads   and almost everything else kurt vonnegut wrote 
1,mother night favorite vonnegut books  along the sirens titan hocus pocus  it different majority works  vonnegut rely obvious comedy  space travel  in account accused nazi criminal  vonnegut lets reader deep within campbell s mind  order allow verdict waver back forth guilty guilty  this brilliant novel  deals issues deeper vonnegut lets  a must vonnegut fans  
1,this deserves modern classic  right slaughterhouse five  the naked dead  catch  it disturbing relentlessly insightful book human condition  a agrees act nazi propagandist wwii order able transmit coded messages allies  but look beyond good intentions  still question side aids  side proclaims profess  side secretly tries aid  as mr vonnegut writes introduction   we pretend  therefore must carful pretend   read  n t see film 
1,this book fantastic  the plot worth price book ending throw loop  i know me the book quick read n t really alot historical facts detailed descriptions  this book different vonnegut book ambiguos  we never find nazi s decided give campbell show oss decided use campbell spy despite book fun read  its funny often hilarious  especially describing aging racists america   i would reccomend book reader age  its  quite simply  good story 
1,in  pretend  careful pretend    what message  what impact book   many people might see weak story  indeed i   underlying message highly important  and indeed  books gets engaging points fast paced story times  lot   action   drama 
1,kurt vonnegut  book probably proper  yes mean proper  tone  characters plot impeccable 
1,  mother night  kurt vonnegut best books ever written  although publicized works  definitely rest  this book would excellent read anyone likes books espionage 
1,i ve putting making cabinet doors years saw bit set  it exactly i looking  the downside i needed router table use set  of course  i needed router table  everything s ok  i tried bits scrap wood worked expected  fast problems  the product arrived early problems 
1,i bought  daughter husband use nightstands  i like soft light gives  i hope enjoy 
1,the doom stone jam packed lots creepy crawly stuff  a must read horror fans                             
1,doom stone really good book  it american boy  jackson  goes stonehenge aunt sarah  he meets girl named alma killing monster  jackson s aunt gets bitten killer  jackson alma overcome fears help jackson s aunt return normal  some parts book comfusing great book read 
1,the author incredable  this suspincful gory books i ve ever read  with non stop spine tingling action
1,doom stone boy aunt going manchester arceologica  on way see aunt jackson  boy  saw something attacking  when went back help  dead later jackson army guies tried kill creatur  two people died jackson s aunt bitten creatur started go crazy later jackson girl named alma founed book said kill creatur they say spell ll read find happens next  
1,guts  blood  hair flies  monster clear skin killing everyone around stonehenge  oh  sorry i made sick  if i n t  able read book doom stone  in book  teenager gravedigger s daughter try solve monster mystery  the teens struggle find monster  the british army even goes  they start shooting place  the monster crazy brutal gut like fish  if get sick easy n t read book i like book lot action  horror  mystery  you read awesome  i really recommend 
1,the doom stone monster stonehenge  jackson goes stonehenge visit grandma  on way jackson sees mauled hideous beast  as turns  jackson s grandma investigating series mutilations area  ramid  monsters ability read minds  in stonehenge  stone called the doom stone monster s weakness kill 
0,this disapointing   try  action romance story it puts young jackson freaky mucus covered monster defeated shingle falls 
1,the handkerchiefs are of excellent quality  i would not hesitate to buy more of them
0,i ordered i thought percent cotton handkerchiefs  these not  i m returning manufacturer 
0,i wanted cotton handkerchiefs  these polyester blend polyester cotton feel 
1,from deep reverb  high temperature  rockin   driving rhythm  babe   selection cuts reveals little walters  breadth command diatonic harp well chromatic sticks  little walter innovator electronics mic amp hallway combinations  great studio effects lickin stick  maestro  produced full bodied extraordinary harp sounds blues music anyone   contemporary harp players still playing catch up  this cd must have fans  southside chicago  s sound 
1,if re bear hunks fan  get  if like music s s  ll enjoy   if re unfamiliar period music  open new sounds  pleasantly surprised 
1,my ex wife collection stienbeck novels years ago i really loved  especially  the winter our discontent   now  many years later  i called someone  sugarfoot  thought stienbeck i ordered book kindle  phone   after  i ordered short novels collection since much better value buying separately 
1,another super group side project  recording well done  fast guitars  blast beats insane screaming hallmarks black metal album  this combination modern black metal s way things  i recommend album anyone completed collection old black metal listening newer black metal  be sure check satanic propaganda  liberation cover mayhem s buried time dust cd 
0,just got copy days ago  i ve spinned disc least  times since  nothing seems impress  i love black metal  usually primitive sort   love frost s drumming  album justs goes sour  there fleeting moments  track     leaves cold  good way   if fan hyperblast death black metal  marduk  setherial  dark funeral   might like  one good thing  vocals  sound exactly like satyr  i m still hoping latches later  i hate wasting money cd s     
0,this worst black metal albums i ve ever bought  i hate saying  becasue guys talented  frost rips  i n t know i ve ever heard disc little passion  the guitar sound baaaddd  cool black metal way  this album sounds like caricature worst traits black metal  i think s best way put 
0,i think nothing right book  its redeeming quality movie based   however  slightly less disturbing 
1,i received item timely fashion reasonable price  it better condition stated  i pleased transaction  recommended seller 
1,this game best spy game long time  in goldeneye  enemies stand shoot hoping hit  not winback  the terrorists wait show head blow away  and  goldeneye s dudes shoot see  winback s wait see  winback  covert operations offers exellent training program teach need know game  the  crying lyons   terrorists  show artificial intellegence  winback s multiplayer mode n t great  offers ways challenge another  overall  buy winback goldeneye  go winback  goldeneye horrible compared winback 
